customer_id,gender,age_group,region,product_category,purchase_channel,platform,customer_rating,review_text,sentiment,response_time_hours,issue_resolved,complaint_registered
13184.0,other,,north,travel,online,lenskart,,excellent produc!t exceeded expectations.,positive,51.0,no,no
13185.0,female,60+,west,sports,online,meesho,4.0,very satisfied with the quality.,positive,52.0,no,no
13186.0,female,18-25,north,sports,online,shopclues,4.0,exxxcceellllennnttt ppproooddduccctt! eexceeeedeedd exxxppeecttatttiiioonsss.,positive,35.0,yes,no
13187.0,male,36-45,central,groceries,online,snapdeal,3.0,average experience errr overall.,neutral,39.0,yes,no
13188.0,other,46-60,central,books,online,flipkart,3.0,"delivery was fine, product is decent.",neutral,8.0,yes,no
13189.0,other,18-25,east,automobile,online,reliance digital,1.0,not worth the pric.e,negative,57.0,no,yes
13190.0,other,,north,fashion,online,flipkart,,late delivery and poor packaging.,negative,4.0,yes,yes
13191.0,other,18-25,north,groceries,online,paytm mall,,late ..... delivery and poor packaging.,negative,69.0,no,yes
13192.0,female,36-45,central,books,online,reliance digital,3.0,"waaas fffinee, pprroooduuct errrrrrr iis deecccenntt.",neutral,25.0,yes,no
13193.0,other,36-45,east,books,online,flipkart,3.0,"loolll pprooduuctt iis ookkaaayy, noottthhhinnnggg sssppeeecciiial.",neutral,33.0,yes,no
,male,36-45,east,travel,online,swiggy instamart,,great value for money.,positive,12.0,yes,
13195.0,other,18-25,north,automobile,,flipkart,5.0,very satisfied with the quality.,positive,115.0,yes,no
13196.0,male,36-45,,travel,online,zepto,4.0,fast delivery and ..... great packaging.,positive,13.0,yes,no
13197.0,female,60+,east,home & kitchen,online,shopclues,2.0,late and poor packaging.,negative,24.0,yes,yes
13198.0,male,18-25,north,travel,online,amazon,5.0,fast delivery and great pacakging.,positive,21.0,yes,no
13199.0,male,46-60,north,travel,online,lenskart,5.0,great value money.,positive,52.0,no,
13200.0,female,26-35,central,automobile,,ajio,,ltae delivery and packaging.,negative,42.0,yes,yes
13201.0,female,18-25,north,automobile,online,zepto,4.0,very satisfied with the quality. idk,positive,54.0,no,no
13202.0,male,18-25,south,automobile,online,swiggy instamart,2.0,umm product stopped working after few days.,negative,56.0,no,yes
13203.0,other,18-25,north,electronics,online,boat,2.0,very like disappointed with the quality.,negative,62.0,no,yes
13204.0,male,36-45,north,electronics,online,reliance digital,4.0,excellent product! exceeded expectations.,positive,15.0,yes,no
13205.0,other,36-45,,home & kitchen,online,myntra,3.0,,neutral,8.666666666666666,yes,no
13206.0,male,46-60,west,home & kitchen,online,facebook marketplace,2.0,late delivery and poor packaging.,negative,31.0,yes,yes
13207.0,female,18-25,south,electronics,online,ajio,3.0,"ppproooduuuccct iiss oooakky, nootthiiinng spppecciaall.",neutral,31.0,yes,
13208.0,male,46-60,north,books,online,nykaa,1.0,not worth the price.,negative,52.0,no,yes
13209.0,other,46-60,south,electronics,online,amazon,2.0,customer service was unhelpful.,negative,3.0,yes,yes
13210.0,other,18-25,south,groceries,online,bigbasket,5.0,great value for money.,positive,62.0,no,no
13211.0,male,46-60,west,electronics,online,bigbasket,5.0,excellent exceeded expectations.,positive,41.0,yes,no
13212.0,male,18-25,east,sports,online,bigbasket,0.0,"delivery was fine, product is dceent.",neutral,15.0,yes,no
13213.0,female,36-45,east,travel,online,shopclues,5.0,excellent exceeded expectations. kinda,positive,24.0,yes,no
13214.0,other,46-60,north,sports,online,swiggy instamart,5.0,,positive,60.0,no,no
13215.0,male,60+,north,sports,online,meesho,5.0,"amazing experience, highly recommend!",positive,43.0,yes,no
13216.0,male,36-45,,sports,online,amazon,0.0,"amazing experience, highly recommend!",,31.0,yes,no
13217.0,female,36-45,south,home & kitchen,online,croma,4.0,great value for money.,positive,64.0,no,no
13218.0,male,60+,east,groceries,online,lenskart,1.0,product stopped working after few days.,negative,46.0,yes,yes
13219.0,,26-35,central,home & kitchen,online,bigbasket,5.0,fast delivery and great packaging.,positive,11.0,yes,no
13220.0,male,26-35,east,books,online,,5.0,"aaamaazziinng expeerrriiieneeec, hhighhlllyyy reeecccoommmmeennndd!",positive,33.0,yes,no
13221.0,,36-45,south,groceries,online,nykaa,5.0,excellent product! exceeded expectations.,positive,70.0,no,no
13222.0,other,18-25,east,home & kitchen,online,ajio,4.0,delivery and great packaging.,positive,53.0,no,no
13223.0,female,18-25,north,beauty,online,jiomart,5.0,fast delivery and great packaging.,positive,47.0,yes,no
13224.0,male,,west,automobile,,croma,4.0,faaast deeelliveeerryyy aannnd gggrreat ppacckkaagginnng.,positive,52.0,no,no
13225.0,female,18-25,north,groceries,online,paytm mall,2.0,customre service was unhelpful.,negative,32.0,yes,yes
13226.0,female,46-60,south,electronics,online,croma,1.0,late delivery and poor packaging.,negative,37.0,yes,yes
13227.0,male,36-45,central,groceries,online,,3.0,works fine but could be better.,neutral,6.0,yes,no
13228.0,male,,east,books,online,boat,1.0,ccusttoommmeerr ssservvvicccee wwwaaas kkkinndda unnhhhelllpfffull.,negative,68.0,no,yes
13229.0,male,36-45,west,books,online,zepto,4.0,excellent product! exceeded expectations.,positive,12.0,yes,no
13230.0,other,18-25,south,automobile,online,croma,3.0,"kinda product is okay, nothing special.",neutral,65.0,no,no
13231.0,other,36-45,central,beauty,online,lenskart,3.0,neutral about teh quality.,neutral,21.666666666666668,no,no
13232.0,male,18-25,south,travel,online,lenskart,1.0,not worth teh price.,negative,,yes,yes
13233.0,male,26-35,south,electronics,,bigbasket,2.0,disappointed with the quailty.,negative,70.0,no,yes
13234.0,female,46-60,north,fashion,online,others,4.0,excellent product! exceeded expectations. errr,positive,9.0,yes,no
13235.0,male,60+,south,automobile,online,reliance digital,4.0,fast delivery and great packaging.,positive,7.0,yes,no
13236.0,other,26-35,east,books,online,reliance digital,5.0,"amazing experience, highlyr ecommend!",positive,11.0,yes,no
13237.0,other,26-35,north,fashion,online,zepto,5.0,fast errr delivery and great packaging.,positive,64.0,no,no
13238.0,,46-60,north,home & kitchen,online,nykaa,5.0,satisfied ..... with the quality.,,19.0,yes,no
13239.0,male,60+,south,home & kitchen,online,jiomart,2.0,very disappointed with the quality.,negative,71.0,no,yes
13240.0,,26-35,west,home & kitchen,online,myntra,2.0,delivery and poor packaging.,negative,47.0,yes,yes
13241.0,female,60+,east,electronics,online,meesho,3.0,nneeuttrral aabooouuttt tthee qqquaaalliittty.,neutral,20.0,yes,no
13242.0,other,26-35,north,,online,ajio,3.0,average experience overall.,,14.0,yes,no
13243.0,female,46-60,north,automobile,online,meesho,0.0,works fine but could be better.,neutral,53.0,no,
13244.0,,26-35,north,automobile,online,bigbasket,1.0,very disappointed with the quality.,negative,40.0,yes,yes
13245.0,male,26-35,south,books,online,meesho,2.0,service was unhelpful.,negative,11.0,yes,yes
13246.0,male,60+,south,travel,online,croma,,not the price.,negative,54.0,,yes
13247.0,male,26-35,north,fashion,online,bigbasket,5.0,"amazing experience, recomemnd!",positive,63.0,no,
13248.0,female,18-25,east,sports,online,lenskart,2.0,not worht the,negative,15.0,yes,yes
,female,46-60,east,groceries,online,swiggy instamart,3.0,works fine but could be better.,neutral,38.0,yes,no
13250.0,male,18-25,,home & kitchen,online,facebook marketplace,3.0,works fine but could be better.,neutral,22.0,yes,no
13251.0,male,18-25,central,automobile,online,shopclues,3.0,"product is okay, nothing special.",neutral,17.0,yes,
13252.0,other,60+,west,groceries,online,others,2.0,product stopped working after few days.,negative,4.0,yes,yes
13253.0,other,26-35,central,sports,online,lenskart,3.0,iidkww ooorrkks fffiiinnne bbbuuut ccoulldd bbeetttteeerrr.,neutral,70.0,no,no
13254.0,female,,central,home & kitchen,online,boat,1.0,very idk disappointe dwith the,negative,9.0,yes,yes
13255.0,female,60+,central,groceries,online,shopclues,5.0,"amazing experience, highly recommend!",positive,130.0,yes,no
13256.0,female,26-35,south,electronics,online,facebook marketplace,2.0,not worth the errr price.,,27.0,yes,
13257.0,female,46-60,north,electronics,online,snapdeal,4.0,,positive,57.0,no,no
13258.0,male,26-35,north,automobile,online,shopclues,1.0,very disappointed with the quality.,negative,20.0,yes,yes
13259.0,female,36-45,central,,online,others,0.0,"experiecne, highly recommend!",positive,65.0,no,no
13260.0,other,46-60,central,electronics,online,zepto,1.0,customer service was unhelpful.,negative,16.0,yes,yes
13261.0,female,46-60,south,automobile,online,myntra,3.0,average experience overall.,neutral,57.0,no,no
13262.0,other,36-45,west,sports,online,bigbasket,3.0,average experience overlal.,neutral,24.0,yes,no
,female,46-60,east,home & kitchen,online,bigbasket,5.0,great value for money.,positive,10.0,yes,no
13264.0,male,60+,north,groceries,online,boat,4.0,very satisfied with the,positive,8.0,yes,no
13265.0,female,60+,west,home & kitchen,online,swiggy instamart,4.0,excellent product! exceeded expectations.,positive,45.0,yes,no
13266.0,other,46-60,north,,,shopclues,5.0,"amazing experience, highly lol",positive,52.0,no,no
13267.0,female,26-35,north,books,online,croma,5.0,great avlue for money.,positive,225.0,,no
13268.0,female,36-45,east,home & kitchen,,lenskart,2.0,late delivery and packaging.,negative,,yes,yes
13269.0,male,60+,north,beauty,online,meesho,2.0,ont worth price. .....,negative,190.0,yes,yes
13270.0,other,26-35,south,electronics,online,nykaa,1.0,late delivery and poor,negative,19.0,yes,yes
13271.0,female,,west,electronics,online,flipkart,4.0,fast delivery and great packaging.,positive,56.0,no,no
13272.0,male,46-60,east,sports,online,meesho,4.0,fffaasssttt deeeliiivvveeryy aaannnddd gggrrreatt pppaaacckkaaaggiiinng.,positive,10.0,yes,no
13273.0,female,36-45,north,groceries,online,paytm mall,1.0,not the price.,negative,,yes,yes
13274.0,male,60+,south,automobile,online,ajio,3.0,neutral about the quality.,neutral,3.0,yes,no
13275.0,other,36-45,central,books,online,reliance digital,5.0,"amazing experience, highly",positive,46.0,yes,no
13276.0,other,60+,central,travel,online,tata cliq,5.0,fast delivery and great apckaging.,positive,245.0,no,no
13277.0,male,46-60,central,electronics,online,reliance digital,,product stopped working after few days.,negative,60.0,no,yes
13278.0,other,18-25,east,home & kitchen,online,flipkart,3.0,neutral about the quality.,neutral,16.0,yes,no
13279.0,male,60+,east,fashion,online,reliance digital,2.0,customer service was unhelpful.,negative,41.0,yes,yes
13280.0,female,46-60,west,fashion,online,shopclues,5.0,"amazing experience, highly recommend!",positive,31.0,yes,no
13281.0,female,26-35,central,beauty,online,,2.0,customer service unhelpful.,negative,70.0,no,yes
13282.0,male,46-60,north,beauty,online,croma,0.0,very disappointed with the quality.,negative,42.0,yes,yes
13283.0,other,36-45,central,travel,online,nykaa,5.0,fast deliver yand great packaging.,positive,47.0,,no
13284.0,other,60+,west,books,online,tata cliq,,"amazing experience, highly recommend!",positive,8.666666666666666,yes,
13285.0,female,26-35,,,online,snapdeal,,,negative,52.0,no,yes
13286.0,,26-35,central,sports,online,nykaa,3.0,average expeirence overall.,neutral,3.0,yes,no
13287.0,other,,north,fashion,online,snapdeal,4.0,gggrreeaat vaaluue for,positive,62.0,no,no
13288.0,female,46-60,north,travel,,shopclues,,very satisfied with the quality.,positive,38.0,yes,no
13289.0,other,60+,south,home & kitchen,online,shopclues,1.0,idk product stopped working after few days.,negative,42.0,yes,yes
13290.0,female,46-60,,electronics,online,snapdeal,1.0,,negative,67.0,no,yes
13291.0,male,26-35,east,travel,online,others,5.0,excellent product! exceeded expectations.,,12.0,yes,no
13292.0,male,60+,south,automobile,online,shopclues,1.0,veeerry dissapppppoiinnnteeed wittthh tthheee qqquaalliitttyy.,negative,,,yes
13293.0,male,26-35,west,automobile,,others,1.0,customer service was unhelpful.,,46.0,yes,yes
13294.0,male,46-60,east,sports,online,myntra,3.0,average experience overall.,,27.0,yes,no
13295.0,male,36-45,north,,online,paytm mall,2.0,customer service was unhelpful.,negative,42.0,yes,yes
13296.0,male,60+,central,home & kitchen,online,snapdeal,,late delivery and poor packaging.,negative,,yes,yes
13297.0,other,60+,south,automobile,online,boat,3.0,works fine but could be better.,neutral,29.0,yes,no
13298.0,other,26-35,west,fashion,online,tata cliq,3.0,neutral about errr the quality.,neutral,18.0,yes,no
13299.0,male,18-25,,travel,online,croma,4.0,"kiinnddaaa aaammazziiinngg eexxxpperrriiieeennceee, hhhighhllyy rrreccommmmeennddd!",positive,46.0,yes,no
13300.0,male,18-25,west,groceries,online,flipkart,2.0,ccusssttoommmerr ..... serrvviiicee waas unnnheelpppfffuuull.,negative,45.0,yes,yes
13301.0,other,46-60,south,travel,online,boat,5.0,fast delivery and wtf great packaging.,positive,48.0,no,no
13302.0,female,,south,home & kitchen,online,flipkart,3.0,idk works fine but could be better.,neutral,27.0,yes,no
13303.0,female,18-25,north,fashion,online,swiggy instamart,1.0,customer service was unhelpful.,negative,32.0,yes,yes
13304.0,other,60+,central,groceries,online,reliance digital,4.0,fast edlivery and great,positive,23.0,yes,no
13305.0,female,46-60,,beauty,online,reliance digital,2.0,product stopped working after ..... few days.,,44.0,yes,yes
13306.0,other,18-25,west,automobile,,reliance digital,4.0,very satisfied with the quality.,positive,13.0,yes,no
13307.0,,,west,electronics,online,boat,4.0,excellent product! exceeded expectaitons.,positive,6.0,yes,no
13308.0,female,46-60,north,electronics,online,bigbasket,4.0,fast delivery and great pcakaging.,positive,,yes,no
13309.0,male,60+,east,home & kitchen,online,croma,1.0,customer service was unhelpful.,negative,47.0,yes,yes
13310.0,female,60+,central,automobile,online,bigbasket,2.0,very disappointed with the quality.,negative,71.0,no,yes
13311.0,,60+,south,home & kitchen,online,nykaa,5.0,fast delivery and great packaging.,positive,17.0,yes,no
13312.0,female,60+,north,beauty,online,nykaa,4.0,,positive,,no,no
13313.0,male,46-60,central,travel,online,ajio,1.0,late delivery and poor packaging.,negative,16.0,yes,yes
13314.0,female,46-60,north,fashion,online,,3.0,wwoorrrkkks fffiinnee bbbuuutt cccooouulddd bbeee bbetttteeerr.,neutral,7.0,yes,no
,other,36-45,west,fashion,online,myntra,4.0,excellent exceeded expectations.,positive,13.0,yes,no
13316.0,other,46-60,,automobile,online,boat,3.0,works fine but could be better.,neutral,45.0,yes,no
13317.0,female,60+,west,books,online,boat,4.0,excellent product! exceeded expectations.,positive,28.0,yes,no
13318.0,other,18-25,north,groceries,online,zepto,4.0,great value for umm money.,positive,35.0,yes,no
13319.0,,18-25,central,fashion,online,boat,5.0,"amazing experience, highly recommend!",positive,20.0,yes,no
13320.0,female,36-45,north,fashion,online,paytm mall,3.0,,neutral,49.0,no,no
13321.0,female,26-35,central,travel,online,lenskart,5.0,,positive,39.0,yes,no
13322.0,male,36-45,north,sports,online,lenskart,3.0,"delievry was fine, product umm is decent.",neutral,67.0,,no
13323.0,other,26-35,east,groceries,online,boat,4.0,great lol for money.,positive,36.0,yes,no
13324.0,other,46-60,central,home & kitchen,online,shopclues,2.0,service was unhelpful.,negative,7.0,yes,yes
13325.0,male,60+,south,fashion,online,myntra,4.0,"aammmazingg eeexxxperriiiencceee, higgghhllyyy rrreeccooommmeenddd!",positive,58.0,no,no
13326.0,male,26-35,north,,online,tata cliq,4.0,"amazing experience, highly recommend! idk",positive,40.0,yes,no
13327.0,other,46-60,north,books,online,,1.0,vverrryyy dddiisaappppppooiiinteeeddd wttf wwitth theee,negative,19.0,yes,yes
13328.0,other,18-25,south,beauty,online,reliance digital,2.0,late delivery and poor packaging.,negative,5.0,yes,yes
13329.0,other,46-60,south,travel,online,flipkart,3.0,,neutral,110.0,yes,no
13330.0,male,46-60,south,beauty,online,zepto,1.0,vveerryyy wwithh tthe qqquuaaalllittty.,negative,27.0,yes,yes
13331.0,other,46-60,east,sports,online,ajio,5.0,"amazing experience, highly recommend!",positive,65.0,yes,no
13332.0,other,36-45,south,automobile,online,snapdeal,1.0,,negative,32.0,yes,yes
13333.0,other,18-25,east,fashion,online,lenskart,1.0,product stopped like working after few days.,negative,42.0,yes,yes
13334.0,other,60+,south,beauty,online,zepto,5.0,fast ..... delivery and great packaging.,positive,7.0,,no
13335.0,other,18-25,south,books,online,others,1.0,nnoottt worrttthh theee prriiccce.,negative,1.0,yes,yes
13336.0,female,36-45,central,beauty,online,tata cliq,5.0,fast delivery and great packaging.,positive,18.0,yes,no
13337.0,male,18-25,west,home & kitchen,online,swiggy instamart,2.0,ppprroooducccttt stoppppedd wwoorrrkkiiinnng aaffttter ffew dddays.,negative,62.0,no,yes
13338.0,male,60+,west,sports,online,bigbasket,5.0,great valeu for money.,positive,41.0,yes,no
13339.0,other,36-45,south,sports,online,others,2.0,very disappointed with the quality.,negative,35.0,yes,yes
13340.0,other,36-45,central,travel,online,tata cliq,3.0,"delivery was fine, product umm is decent.",neutral,17.0,yes,
13341.0,male,26-35,south,automobile,online,snapdeal,0.0,very satisfied with the quality.,positive,42.0,yes,no
13342.0,female,46-60,west,electronics,online,reliance digital,2.0,not worth the price.,negative,,no,yes
13343.0,male,26-35,west,sports,online,shopclues,2.0,llaattte ddeeelliiivvveerrryy pooorrr ppaccckkaagiinngg.,negative,18.0,yes,yes
13344.0,male,46-60,south,sports,online,croma,,excellent product! expectations.,positive,48.0,,no
13345.0,female,60+,west,automobile,online,croma,1.0,product stopped working after few days.,negative,9.0,yes,yes
13346.0,female,26-35,north,electronics,online,paytm mall,4.0,gggrrreeeaaa tforrr mmmonneyy.,positive,36.0,yes,no
13347.0,female,46-60,south,home & kitchen,online,swiggy instamart,2.0,late delivery and poor packaging.,negative,50.0,no,yes
13348.0,female,26-35,east,home & kitchen,online,flipkart,5.0,"amazing experience, highly recommend!",positive,40.0,yes,no
,female,60+,west,fashion,online,zepto,3.0,average experience overall.,neutral,70.0,no,no
13350.0,other,60+,south,books,online,paytm mall,2.0,evry disappointed with the quality.,negative,23.0,yes,yes
13351.0,male,26-35,west,,online,amazon,2.0,not worth the price.,negative,4.0,yes,yes
13352.0,male,26-35,west,groceries,online,,4.0,fsat delivery and lol great packaging.,positive,40.0,yes,no
13353.0,female,18-25,central,beauty,online,zepto,1.0,not worth the price.,negative,69.0,no,yes
13354.0,female,46-60,north,,online,shopclues,4.0,excellent product! exceeded ..... expectations.,positive,23.0,yes,no
13355.0,other,60+,east,home & kitchen,online,reliance digital,1.0,umm late delivery and poor packaging.,negative,58.0,no,yes
13356.0,other,18-25,west,beauty,online,amazon,4.0,very satisfied with the quality.,positive,65.0,no,no
13357.0,female,60+,east,fashion,,croma,2.0,product stopped working like after few days.,negative,14.0,,yes
13358.0,male,46-60,south,groceries,online,ajio,2.0,product stopped working after few days.,negative,6.0,yes,yes
13359.0,male,36-45,east,home & kitchen,online,jiomart,2.0,ppprroduuucctt stooopppeeeddd wwwooorrrkkkiinggg aaafffteeer feewww dayyss.,negative,23.0,yes,yes
13360.0,female,26-35,east,travel,online,reliance digital,5.0,fast delivery and great packaging.,positive,15.0,yes,no
13361.0,female,46-60,east,books,online,ajio,5.0,excellent product! exceeded expectations.,positive,71.0,no,no
13362.0,female,36-45,central,travel,online,nykaa,3.0,average lol experience overall.,neutral,18.0,yes,no
13363.0,male,60+,east,groceries,online,paytm mall,1.0,late delivery and poor packagin.g,negative,,no,yes
13364.0,other,36-45,south,home & kitchen,online,meesho,4.0,eeexxcccellenttt ppprrooduuuct! eeexcceeeeeddeeddd eeexpeeecctaaattiioonnsss.,positive,56.0,no,no
13365.0,,18-25,north,beauty,online,nykaa,1.0,nnooott wworrth likeee ttthhhe prrriicccee.,negative,22.0,no,yes
13366.0,female,26-35,north,books,online,flipkart,,"lol product is okay, nothing special.",neutral,33.0,yes,no
13367.0,male,26-35,east,books,online,facebook marketplace,5.0,great value for money.,positive,48.0,no,no
13368.0,other,36-45,south,beauty,online,croma,1.0,late delivery and poor packaging.,negative,40.0,yes,yes
13369.0,female,26-35,north,sports,online,reliance digital,2.0,..... not worth the price.,negative,35.0,yes,yes
13370.0,male,60+,south,beauty,online,croma,3.0,neutra labout the,,21.0,yes,no
,male,26-35,south,beauty,online,zepto,1.0,nto worth the price.,negative,16.0,yes,yes
13372.0,female,46-60,,fashion,online,boat,2.0,very disappointed witht he quality.,negative,20.0,yes,yes
13373.0,male,26-35,north,groceries,online,snapdeal,,late delivery and ..... poor packaging.,negative,21.0,yes,yes
13374.0,other,60+,central,books,online,zepto,5.0,very satisfied with the quality.,positive,47.0,yes,no
13375.0,other,60+,central,books,online,paytm mall,1.0,product stpoped working after few days.,negative,6.0,yes,yes
13376.0,other,46-60,central,sports,online,myntra,5.0,excellent product! exceeded expectations.,positive,49.0,no,no
13377.0,female,46-60,north,travel,online,amazon,0.0,excellent product! exceeded expetcations.,positive,50.0,no,no
13378.0,female,46-60,west,travel,online,shopclues,2.0,prodcut stopped working after few days.,negative,37.0,yes,yes
13379.0,female,36-45,north,beauty,online,myntra,5.0,"amazing experience, highly recommend!",positive,315.0,no,no
13380.0,female,36-45,west,books,online,facebook marketplace,4.0,very satisfied with the quality.,positive,50.0,no,no
13381.0,female,18-25,west,fashion,online,jiomart,5.0,veeryyy saaattisfffiiiedd kindaaa wwwiittth the qquuuaaliiitttyyy.,positive,44.0,yes,no
13382.0,female,,south,beauty,online,amazon,3.0,neutral about the quality.,neutral,55.0,no,no
13383.0,other,60+,east,groceries,online,lenskart,2.0,pprrodductt stttoooppppeeeddd workkiingg aafffttteeerr feeww daaysss.,negative,39.0,yes,yes
13384.0,,36-45,central,books,online,snapdeal,4.0,excellent product! exceeded expectations.,positive,8.0,yes,no
13385.0,,60+,north,groceries,online,zepto,3.0,"ddeeelliiivvveeerryy waaass ffinnneee, prroduccctt iss dddeceenttt.",neutral,49.0,no,no
13386.0,other,36-45,east,home & kitchen,online,jiomart,3.0,"product is okay, nohting special.",neutral,17.0,yes,no
13387.0,other,18-25,south,groceries,online,paytm mall,1.0,late delivery and poor packaging.,negative,5.0,yes,yes
13388.0,,60+,north,books,online,lenskart,3.0,works fine but could be better.,neutral,45.0,yes,no
13389.0,female,36-45,west,sports,online,myntra,3.0,"product is okay, nothing special.",neutral,21.0,yes,no
13390.0,,60+,central,fashion,online,tata cliq,4.0,eeexccceeellllennnttt prodductt! excceeedddeed exxxppeccctttatiionnsss.,positive,63.0,no,no
13391.0,male,26-35,,electronics,online,snapdeal,5.0,"amazing experience, highly recommend!",positive,28.0,yes,no
13392.0,,36-45,east,groceries,online,snapdeal,5.0,"amazing experience, highly like recommend!",positive,58.0,no,no
13393.0,,46-60,east,,online,,2.0,vvverrry ddiiisssapppoooiinnnteeedddw ittthhh tthhhee qqquualiiityyy.,negative,60.0,no,yes
13394.0,female,18-25,north,books,online,paytm mall,1.0,not worth the price.,negative,42.0,yes,yes
13395.0,female,60+,,fashion,online,facebook marketplace,2.0,late delivery errr and poor packaging.,negative,20.0,,yes
13396.0,male,,west,electronics,online,snapdeal,1.0,customer service was unhelpful.,negative,32.0,yes,
13397.0,female,18-25,east,home & kitchen,online,jiomart,5.0,fast delivery and great pacakging.,positive,7.0,yes,no
13398.0,other,46-60,south,books,online,swiggy instamart,3.0,neutral about the quality.,neutral,3.0,yes,no
13399.0,female,60+,north,groceries,online,boat,4.0,excellent product! exceeded expectations.,positive,3.0,yes,no
13400.0,female,26-35,north,electronics,online,facebook marketplace,4.0,fast delivery and great packaging. idk,positive,66.0,no,no
13401.0,other,46-60,east,beauty,online,boat,1.0,llaate dddeeellivveeeryy aandd poooorr pppacckkkaaagiingg.,negative,10.0,yes,yes
13402.0,male,46-60,south,sports,online,shopclues,5.0,"experience, highly recommend!",positive,53.0,no,no
13403.0,male,18-25,west,electronics,online,facebook marketplace,5.0,dddeellliivveeerrry aanddd gggrrreeaaat ppacckkgggaainggg.,positive,68.0,no,no
13404.0,female,,east,sports,online,zepto,2.0,customer service was unhelpful.,negative,21.0,yes,yes
13405.0,female,36-45,north,books,online,jiomart,3.0,neutral umm about the quality.,neutral,15.0,yes,no
13406.0,other,26-35,south,electronics,online,lenskart,3.0,works fine but could be better.,neutral,36.0,yes,no
13407.0,male,26-35,north,electronics,online,croma,2.0,,negative,43.0,yes,yes
13408.0,male,46-60,north,books,online,bigbasket,5.0,"amazing experience, highly recommned!",,17.0,yes,no
13409.0,female,46-60,west,beauty,online,snapdeal,4.0,fast delivery great packaging.,positive,32.0,yes,no
13410.0,female,26-35,south,electronics,online,snapdeal,2.0,vvverrry diiisssaappppooiinntttedd wwiittthh ttthee ..... qqquuuaaalllittyyy.,negative,66.0,no,yes
13411.0,other,18-25,central,fashion,online,facebook marketplace,5.0,excellent product! exceeded expectations.,positive,33.0,yes,no
13412.0,female,46-60,south,books,online,ajio,1.0,nnnooot wwworrrth httte prrricce.,negative,32.0,yes,yes
13413.0,female,18-25,south,books,online,facebook marketplace,2.0,not worth kinda the price.,negative,21.0,yes,
13414.0,male,18-25,east,travel,online,croma,5.0,"amazing experience, hgihly recommend!",positive,61.0,no,no
13415.0,female,26-35,south,automobile,online,snapdeal,3.0,works fin ebut could be better.,neutral,67.0,no,no
13416.0,female,60+,east,automobile,online,swiggy instamart,2.0,very disappointed the quality.,negative,45.0,yes,yes
13417.0,female,46-60,north,travel,online,others,4.0,"amazing experience, highly recommend!",positive,16.0,yes,no
13418.0,female,26-35,north,travel,online,nykaa,5.0,great value for money.,,190.0,yes,no
13419.0,female,36-45,,electronics,online,croma,2.0,vverry dddiisaapppppooiiinntttedd eerrrrrr wwitthh ttthhe qqquallliitty.,negative,11.0,yes,yes
13420.0,male,60+,south,sports,online,ajio,2.0,late delivery and poor packaging.,negative,65.0,no,yes
13421.0,male,46-60,north,automobile,online,swiggy instamart,1.0,late delivery and packaging.,negative,22.0,no,yes
13422.0,male,46-60,south,travel,online,others,4.0,"amazing experiecne, highly recommend!",positive,10.0,yes,no
13423.0,female,,east,electronics,online,croma,3.0,"product is okay, lol nothing special.",neutral,11.666666666666666,yes,no
13424.0,other,26-35,east,books,online,lenskart,5.0,very satisfied with hte quality.,positive,5.0,yes,no
13425.0,other,18-25,west,beauty,online,others,1.0,product stopped idk working after few days.,negative,37.0,yes,yes
13426.0,male,60+,central,automobile,online,amazon,2.0,late delivery and poor packaging.,negative,48.0,no,
13427.0,male,26-35,south,travel,online,nykaa,5.0,"amazign experience, highly recommend!",positive,53.0,no,no
13428.0,female,36-45,south,travel,online,facebook marketplace,3.0,,neutral,65.0,no,no
13429.0,male,36-45,north,fashion,online,reliance digital,3.0,neutral the quality.,neutral,70.0,no,no
,female,36-45,north,beauty,online,others,3.0,average experience oevrall.,neutral,10.0,yes,no
13431.0,female,18-25,north,groceries,online,flipkart,4.0,idk fast delivery and great pcakaging.,positive,51.0,no,no
13432.0,other,60+,north,beauty,online,lenskart,3.0,"product is okay, nothing special.",neutral,18.0,yes,no
13433.0,female,26-35,east,groceries,online,amazon,1.0,customer service was unhelpful.,negative,55.0,no,yes
13434.0,other,60+,west,books,online,swiggy instamart,2.0,very disappointed with the quality.,negative,29.0,yes,yes
13435.0,female,46-60,central,travel,online,meesho,4.0,excellent product! exceeded expectations. like,positive,43.0,yes,no
13436.0,other,,south,automobile,online,swiggy instamart,3.0,,neutral,67.0,no,no
13437.0,female,46-60,south,sports,online,lenskart,4.0,"amazing errr experience, highly recommend!",positive,66.0,no,no
13438.0,female,60+,west,fashion,online,amazon,4.0,great value for errr money.,positive,61.0,no,no
,female,26-35,west,groceries,online,nykaa,1.0,not worth the price.,,33.0,yes,yes
13440.0,female,26-35,west,home & kitchen,online,shopclues,2.0,product stopped working after few days.,negative,69.0,no,yes
13441.0,other,46-60,north,fashion,online,myntra,1.0,not the price.,negative,1.0,yes,yes
13442.0,female,26-35,north,sports,online,tata cliq,4.0,"aaammazingg eexxppperrriiieence, hiiiggghhhly recccooommmeennnd!",positive,55.0,no,no
13443.0,male,60+,east,sports,online,boat,2.0,very disappointed with the quality.,negative,16.0,yes,yes
13444.0,female,18-25,east,electronics,online,snapdeal,2.0,late delivery poor packaging.,negative,25.0,yes,yes
